created_at;comment_id;user_id
10 Январь, 2024, 23:22;41 074;f9a77bce-7427-442c-9db1-f2bc1960ba1b
11 Январь, 2024, 08:31;41 057;364cb31e-21d6-1ec3-0526-0d4cc7374f08
11 Январь, 2024, 08:31;41 081;364cb31e-21d6-1ec3-0526-0d4cc7374f08
11 Январь, 2024, 13:01;41 057;11585738-589e-89b0-0d79-af49e4ccb5e6
11 Январь, 2024, 13:01;41 081;11585738-589e-89b0-0d79-af49e4ccb5e6
11 Январь, 2024, 14:32;41 044;c99c5dab-0c49-7e44-7b4b-9c5199e1a1f3
11 Январь, 2024, 17:39;41 085;c72b7e1f-9cab-4e42-8eb0-d6fb2616b809
11 Январь, 2024, 17:40;41 086;c72b7e1f-9cab-4e42-8eb0-d6fb2616b809
11 Январь, 2024, 17:40;41 057;c72b7e1f-9cab-4e42-8eb0-d6fb2616b809
11 Январь, 2024, 17:40;41 081;c72b7e1f-9cab-4e42-8eb0-d6fb2616b809
11 Январь, 2024, 17:41;41 012;eb3a258b-b922-8aec-674f-772b034ec71f
11 Январь, 2024, 17:54;41 086;364cb31e-21d6-1ec3-0526-0d4cc7374f08
11 Январь, 2024, 17:54;41 085;364cb31e-21d6-1ec3-0526-0d4cc7374f08
11 Январь, 2024, 18:15;41 066;5eae0b6e-9a4e-f182-bfb0-56f75de941ca
11 Январь, 2024, 18:41;41 057;1a96b3d4-092a-063b-4dac-c9fe70d7c4a7
11 Январь, 2024, 20:26;41 098;7154eb8f-f438-6a73-8557-b167ce8e902a
11 Январь, 2024, 21:21;41 101;07a0866f-0021-bf14-8228-425a6cc6d5a2
11 Январь, 2024, 21:21;41 102;07a0866f-0021-bf14-8228-425a6cc6d5a2
11 Январь, 2024, 21:38;41 101;15d681e0-c037-7d6e-bf6a-0221e4aeca65
11 Январь, 2024, 21:38;41 102;15d681e0-c037-7d6e-bf6a-0221e4aeca65
12 Январь, 2024, 00:53;41 086;623e38c6-b4ef-0baf-6b50-0fc5632d49e2
12 Январь, 2024, 00:53;41 057;623e38c6-b4ef-0baf-6b50-0fc5632d49e2
12 Январь, 2024, 04:05;41 106;a62533af-2f27-fa6a-922f-94230be16e89
12 Январь, 2024, 04:05;41 102;a62533af-2f27-fa6a-922f-94230be16e89
12 Январь, 2024, 04:05;41 101;a62533af-2f27-fa6a-922f-94230be16e89
12 Январь, 2024, 07:59;41 055;4ecde06e-345e-c280-1993-985e36e03353
12 Январь, 2024, 07:59;41 063;4ecde06e-345e-c280-1993-985e36e03353
12 Январь, 2024, 07:59;41 071;4ecde06e-345e-c280-1993-985e36e03353
12 Январь, 2024, 11:07;41 124;71c47c22-82bf-5583-1751-583b9f6b4b96
12 Январь, 2024, 11:09;41 118;ce8309a0-e2f8-cf46-01ca-4c88d8696823
12 Январь, 2024, 11:54;41 118;f55589a6-6b89-9d27-daa9-e981ab52ab00
12 Январь, 2024, 11:57;41 118;582b0f9d-d795-46b8-b6f3-d5ac73057ac8
12 Январь, 2024, 12:10;41 124;13abc849-044b-8f6e-1729-f751a0ee92c9
12 Январь, 2024, 12:16;40 968;255b8c7a-6fbb-d7f6-2b7d-1b1c50786460
12 Январь, 2024, 13:28;41 131;0573831e-9d91-7a8c-e264-d83f44b5286e
12 Январь, 2024, 13:30;41 121;d068ddf5-e178-40af-94e8-45462a1781c3
12 Январь, 2024, 14:48;41 127;8125c4f7-b0e0-21ff-a1eb-6a173bf03623
12 Январь, 2024, 14:48;41 098;8125c4f7-b0e0-21ff-a1eb-6a173bf03623
12 Январь, 2024, 14:49;41 139;d47ed272-2f93-59fc-df06-33039f996534
12 Январь, 2024, 14:50;41 140;d47ed272-2f93-59fc-df06-33039f996534
12 Январь, 2024, 14:51;41 141;d47ed272-2f93-59fc-df06-33039f996534
12 Январь, 2024, 14:52;41 032;9c6775c7-7638-18ce-1918-72026eea4215
12 Январь, 2024, 15:13;41 139;fecc7c23-64e7-2000-9d74-008fcb0d2b11
12 Январь, 2024, 16:05;41 147;4bdf5ef5-a986-f80e-76c3-df99e8e9a829
12 Январь, 2024, 16:05;41 122;4bdf5ef5-a986-f80e-76c3-df99e8e9a829
12 Январь, 2024, 16:08;41 139;4bdf5ef5-a986-f80e-76c3-df99e8e9a829
12 Январь, 2024, 18:14;41 133;f9a77bce-7427-442c-9db1-f2bc1960ba1b
12 Январь, 2024, 18:17;41 138;607459fe-44b7-0772-615f-6e09442d2645
12 Январь, 2024, 18:17;41 137;607459fe-44b7-0772-615f-6e09442d2645
12 Январь, 2024, 19:24;41 148;4bdf5ef5-a986-f80e-76c3-df99e8e9a829
12 Январь, 2024, 19:34;41 151;214f9dc3-a835-ef59-9215-6bef92f61a99
12 Январь, 2024, 19:34;41 155;214f9dc3-a835-ef59-9215-6bef92f61a99
12 Январь, 2024, 20:14;41 156;214f9dc3-a835-ef59-9215-6bef92f61a99
12 Январь, 2024, 20:24;41 153;6eb28bc7-8c61-46c6-6b6e-bd5ce5bbed3e
12 Январь, 2024, 21:00;41 147;0919dc7f-d5ad-d84e-2c25-dd10afc9163b
12 Январь, 2024, 21:12;41 131;5e9d0c4c-c3ab-f9d5-4b76-ebdf4268b604
12 Январь, 2024, 21:38;41 119;c76001b4-6275-0d01-1d30-d1eed90892ae
12 Январь, 2024, 21:51;41 152;d5e0ccc6-1ee4-2c1f-7e8d-f2cea1af5533
12 Январь, 2024, 21:51;41 159;d5e0ccc6-1ee4-2c1f-7e8d-f2cea1af5533
12 Январь, 2024, 21:51;41 161;d5e0ccc6-1ee4-2c1f-7e8d-f2cea1af5533
12 Январь, 2024, 21:51;41 162;d5e0ccc6-1ee4-2c1f-7e8d-f2cea1af5533
12 Январь, 2024, 22:25;41 170;ebcd94fa-f600-e430-6c4d-974e9bf05c9d
12 Январь, 2024, 22:34;41 167;d5e0ccc6-1ee4-2c1f-7e8d-f2cea1af5533
12 Январь, 2024, 22:43;41 146;eb3a258b-b922-8aec-674f-772b034ec71f
12 Январь, 2024, 22:44;41 165;eb3a258b-b922-8aec-674f-772b034ec71f
12 Январь, 2024, 22:46;41 121;eb3a258b-b922-8aec-674f-772b034ec71f
12 Январь, 2024, 23:13;41 121;a8ef5d40-ca70-7e7c-1cae-99ede53d27b4
12 Январь, 2024, 23:15;41 106;9980b67f-4bd8-25bf-6713-f1a1c196e861
12 Январь, 2024, 23:15;41 102;9980b67f-4bd8-25bf-6713-f1a1c196e861
12 Январь, 2024, 23:15;41 101;9980b67f-4bd8-25bf-6713-f1a1c196e861
13 Январь, 2024, 02:01;41 171;d5e0ccc6-1ee4-2c1f-7e8d-f2cea1af5533
13 Январь, 2024, 02:01;41 176;d5e0ccc6-1ee4-2c1f-7e8d-f2cea1af5533
13 Январь, 2024, 03:44;41 172;33ad71f9-dbf3-d900-8986-bc2bac7927fa
13 Январь, 2024, 07:17;41 172;214f9dc3-a835-ef59-9215-6bef92f61a99
13 Январь, 2024, 08:13;41 122;8de4aa6f-66a3-9065-b3fa-c4aa58feaccd
13 Январь, 2024, 08:13;41 147;8de4aa6f-66a3-9065-b3fa-c4aa58feaccd
13 Январь, 2024, 10:16;41 172;cbd53bfc-fd34-fc08-69df-a4aac0f5e34b
13 Январь, 2024, 10:17;41 156;cbd53bfc-fd34-fc08-69df-a4aac0f5e34b
13 Январь, 2024, 10:17;41 155;cbd53bfc-fd34-fc08-69df-a4aac0f5e34b
